lamA thr
3500.0 0.6624533922167463
3510.0 0.6659753764063504
3520.0 0.6695135931506463
3530.0 0.6730684033995572
3540.0 0.676738725488646
3550.0 0.6804263586957083
3560.0 0.6841544643175383
3570.0 0.687622508685749
3580.0 0.6910005202165684
3590.0 0.6943930431350248
3600.0 0.6977151958944268
3610.0 0.7090336245631947
3620.0 0.7202116044703367
3630.0 0.7317690950404401
3640.0 0.7433909417728819
3650.0 0.7544504655392761
3660.0 0.766339230608274
3670.0 0.7783259954428814
3680.0 0.7906739968323708
3690.0 0.8030920784112252
3700.0 0.8150618317140961
3710.0 0.8206723940787284
3720.0 0.8263095006111025
3730.0 0.8319732498944002
3740.0 0.8376106486094942
3750.0 0.8430913777060812
3760.0 0.848461595557889
3770.0 0.8538542231923563
3780.0 0.8592303529164096
3790.0 0.864410143338272
3800.0 0.8693636605515178
3810.0 0.8729207806445625
3820.0 0.8764895696373253
3830.0 0.8800700594186929
3840.0 0.883662281950923
3850.0 0.8870075138829738
3860.0 0.8902376707053278
3870.0 0.8934768783693288
3880.0 0.8967251576337979
3890.0 0.8999825292972244
3900.0 0.9030783225124271
3910.0 0.9053364028238762
3920.0 0.9075992597289647
3930.0 0.909866901886862
3940.0 0.911917269573718
3950.0 0.9138271777482212
3960.0 0.9157402945129545
3970.0 0.9176011315074539
3980.0 0.9192167956074184
3990.0 0.9208345915227605
4000.0 0.9224545214911517
4010.0 0.9234350641389147
4020.0 0.924416456224047
4030.0 0.9252897320201329
4040.0 0.9261570641914846
4050.0 0.9270250335497562
4060.0 0.9276599389267293
4070.0 0.9281773406330907
4080.0 0.9286948796828655
4090.0 0.9292125561033928
4100.0 0.9296736222658523
4110.0 0.9300355715936485
4120.0 0.9303975091379685
4130.0 0.9307367078656702
4140.0 0.9310026825340679
4150.0 0.9312685732034403
4160.0 0.9315343798760003
4170.0 0.9318001025539653
4180.0 0.9320657412395554
4190.0 0.9323312959349913
4200.0 0.9324479245115761
4210.0 0.9320912424564802
4220.0 0.9316419574983041
4230.0 0.9311928461787427
4240.0 0.9307439084464165
4250.0 0.9302567645676063
4260.0 0.929737012796395
4270.0 0.9292174919908938
4280.0 0.9286982020736239
4290.0 0.9281791429671242
4300.0 0.9276603145939515
4310.0 0.9269997288301587
4320.0 0.9263110647195144
4330.0 0.9256228021772467
4340.0 0.9249349410308743
4350.0 0.9241934455162157
4360.0 0.9234373816596306
4370.0 0.9226818243580479
4380.0 0.9219267733425506
4390.0 0.9211634930758789
4400.0 0.9203796660103344
4410.0 0.919642910919469
4420.0 0.9189065658930519
4430.0 0.9181706308559842
4440.0 0.9174351057330351
4450.0 0.9166999904488417
4460.0 0.9159558439737238
4470.0 0.9151198479095828
4480.0 0.9142844023110727
