lamA thr
3500.0 0.37561122307418915
3510.0 0.38029295412869674
3520.0 0.38497468518320443
3530.0 0.389656416237712
3540.0 0.39433814729221967
3550.0 0.3990198783467273
3560.0 0.4037016094012349
3570.0 0.40838334045574254
3580.0 0.4130605100690737
3590.0 0.41762528109341546
3600.0 0.42219005211775723
3610.0 0.426754823142099
3620.0 0.4313195941664408
3630.0 0.43588436519078255
3640.0 0.4404491362151243
3650.0 0.44501390723946616
3660.0 0.4495291475573668
3670.0 0.4540324660923275
3680.0 0.4585357846272882
3690.0 0.46303910316224894
3700.0 0.46754242169720966
3710.0 0.4720457402321704
3720.0 0.47654905876713105
3730.0 0.48105237730209177
3740.0 0.4855556958370525
3750.0 0.4900590143720132
3760.0 0.49456233290697404
3770.0 0.4988831589317636
3780.0 0.5028767218517213
3790.0 0.5068702847716787
3800.0 0.5108638476916363
3810.0 0.514857410611594
3820.0 0.5188509735315515
3830.0 0.5228445364515091
3840.0 0.5268380993714668
3850.0 0.5308316622914243
3860.0 0.5348252252113819
3870.0 0.5388187881313394
3880.0 0.5428123510512971
3890.0 0.5464523891323223
3900.0 0.5493128596198045
3910.0 0.5521733301072865
3920.0 0.5550338005947687
3930.0 0.5578942710822508
3940.0 0.5607547415697329
3950.0 0.563615212057215
3960.0 0.566475682544697
3970.0 0.5693361530321792
3980.0 0.5721966235196614
3990.0 0.5750570940071434
4000.0 0.5779175644946255
4010.0 0.5807780349821077
4020.0 0.5836385054695898
4030.0 0.5862862327322107
4040.0 0.5886911502756644
4050.0 0.5910960678191183
4060.0 0.593500985362572
4070.0 0.5959059029060259
4080.0 0.5983108204494796
4090.0 0.6007157379929334
4100.0 0.6031206555363872
4110.0 0.605525573079841
4120.0 0.6079304906232947
4130.0 0.6103354081667485
4140.0 0.6127403257102023
4150.0 0.6151452432536562
4160.0 0.6174132129691482
4170.0 0.619217482144349
4180.0 0.6210217513195498
4190.0 0.6228260204947507
4200.0 0.6246302896699515
4210.0 0.6264345588451523
4220.0 0.628238828020353
4230.0 0.6300430971955538
4240.0 0.6318473663707547
4250.0 0.6336516355459555
4260.0 0.6354559047211562
4270.0 0.637260173896357
4280.0 0.6390644430715579
4290.0 0.6408687122467587
4300.0 0.6426729814219595
4310.0 0.6444772505971603
4320.0 0.646281519772361
4330.0 0.6480857889475619
4340.0 0.6498900581227626
4350.0 0.6516943272979634
4360.0 0.6534985964731643
4370.0 0.6551190800569555
4380.0 0.656685284994579
4390.0 0.6582514899322026
4400.0 0.6598176948698263
4410.0 0.6613838998074499
4420.0 0.6629501047450734
4430.0 0.6645163096826969
4440.0 0.6660825146203206
4450.0 0.6676487195579442
4460.0 0.6692149244955677
4470.0 0.6707811294331913
4480.0 0.6723473343708151
4490.0 0.6739135393084387
4500.0 0.6754797442460622
4510.0 0.6770459491836858
4520.0 0.6786121541213094
4530.0 0.680178359058933
4540.0 0.6817445639965566
4550.0 0.6833107689341801
4560.0 0.6848769738718038
4570.0 0.6864431788094274
4580.0 0.688009383747051
