lamA thr_arm1 thr_arm2 thr_arm3 thr_arm4 thr_arm5
5670.0 0.0 0.4752705646073298 0.0 0.0 0.0
5680.0 0.0 0.4771214546596858 0.0 0.0 0.0
5690.0 0.0 0.47897234471204175 0.0 0.0 0.0
5700.0 0.0 0.4808232347643978 0.0 0.0 0.0
5710.0 0.0 0.48267412481675387 0.0 0.0 0.0
5720.0 0.0 0.48452501486910987 0.0 0.0 0.0
5730.0 0.0 0.48637590492146593 0.0 0.0 0.0
5740.0 0.0 0.48822679497382193 0.0 0.0 0.0
5750.0 0.0 0.4900776850261779 0.0 0.0 0.0
5760.0 0.0 0.49192857507853394 0.0 0.0 0.0
5770.0 0.0 0.49377946513089 0.0 0.0 0.0
5780.0 0.0 0.495630355183246 0.0 0.0 0.0
5790.0 0.0 0.49748124523560194 0.0 0.0 0.0
5800.0 0.0 0.499332135287958 0.0 0.0 0.0
5810.0 0.0 0.501183025340314 0.0 0.0 0.0
5820.0 0.0 0.5030339153926701 0.0 0.0 0.0
5830.0 0.0 0.5048848054450261 0.0 0.0 0.0
5840.0 0.0 0.5067356954973822 0.0 0.0 0.0
5850.0 0.0 0.5085865855497381 0.0 0.0 0.0
5860.0 0.0 0.5104374756020941 0.0 0.0 0.0
5870.0 0.0 0.5122883656544501 0.0 0.0 0.0
5880.0 0.0 0.5141392557068062 0.0 0.0 0.0
5890.0 0.0 0.5159901457591622 0.0 0.0 0.0
5900.0 0.0 0.5178410358115182 0.0 0.0 0.0
5910.0 0.0 0.5196919258638742 0.0 0.0 0.0
5920.0 0.0 0.5215428159162302 0.0 0.0 0.0
5930.0 0.0 0.5233937059685863 0.0 0.0 0.0
5940.0 0.0 0.5252445960209423 0.0 0.0 0.0
5950.0 0.0 0.5270954860732984 0.0 0.0 0.0
5960.0 0.0 0.5289463761256543 0.0 0.0 0.0
5970.0 0.0 0.5307972661780104 0.0 0.0 0.0
5980.0 0.0 0.5326481562303663 0.0 0.0 0.0
5990.0 0.0 0.5344990462827224 0.0 0.0 0.0
6000.0 0.0 0.5361736598344953 0.0 0.0 0.0
6010.0 0.0 0.5362072663756838 0.0 0.0 0.0
6020.0 0.0 0.5362408729168724 0.0 0.0 0.0
6030.0 0.0 0.536274479458061 0.0 0.0 0.0
6040.0 0.0 0.5363080859992495 0.0 0.0 0.0
6050.0 0.0 0.536341692540438 0.0 0.0 0.0
6060.0 0.0 0.5363752990816265 0.0 0.0 0.0
6070.0 0.0 0.5364089056228151 0.0 0.0 0.0
6080.0 0.0 0.5364425121640036 0.0 0.0 0.0
6090.0 0.0 0.5364761187051922 0.0 0.0 0.0
6100.0 0.0 0.5365097252463807 0.0 0.0 0.0
6110.0 0.0 0.5365433317875693 0.0 0.0 0.0
6120.0 0.0 0.5365769383287579 0.0 0.0 0.0
6130.0 0.0 0.5366105448699464 0.0 0.0 0.0
6140.0 0.0 0.536644151411135 0.0 0.0 0.0
6150.0 0.0 0.5366777579523235 0.0 0.0 0.0
6160.0 0.0 0.5367113644935121 0.0 0.0 0.0
6170.0 0.0 0.5367449710347006 0.0 0.0 0.0
6180.0 0.0 0.5367785775758892 0.0 0.0 0.0
6190.0 0.0 0.5368121841170778 0.0 0.0 0.0
6200.0 0.0 0.5368457906582663 0.0 0.0 0.0
6210.0 0.0 0.5368793971994549 0.0 0.0 0.0
6220.0 0.0 0.5369130037406434 0.0 0.0 0.0
6230.0 0.0 0.536946610281832 0.0 0.0 0.0
6240.0 0.0 0.5369802168230206 0.0 0.0 0.0
6250.0 0.0 0.5370138233642091 0.0 0.0 0.0
6260.0 0.0 0.5370474299053977 0.0 0.0 0.0
6270.0 0.0 0.5370810364465862 0.0 0.0 0.0
6280.0 0.0 0.5371146429877748 0.0 0.0 0.0
6290.0 0.0 0.5371482495289633 0.0 0.0 0.0
6300.0 0.0 0.5371818560701519 0.0 0.0 0.0
6310.0 0.0 0.5372154626113405 0.0 0.0 0.0
6320.0 0.0 0.537249069152529 0.0 0.0 0.0
6330.0 0.0 0.5372826756937176 0.0 0.0 0.0
6340.0 0.0 0.5373162822349061 0.0 0.0 0.0
6350.0 0.0 0.5373498887760947 0.0 0.0 0.0
6360.0 0.0 0.5373834953172832 0.0 0.0 0.0
6370.0 0.0 0.5374171018584718 0.0 0.0 0.0
6380.0 0.0 0.5374507083996604 0.0 0.0 0.0
6390.0 0.0 0.5374843149408489 0.0 0.0 0.0
6400.0 0.0 0.5375179214820375 0.0 0.0 0.0
6410.0 0.0 0.537551528023226 0.0 0.0 0.0
6420.0 0.0 0.5375851345644146 0.0 0.0 0.0
6430.0 0.0 0.5376187411056031 0.0 0.0 0.0
6440.0 0.0 0.5376523476467917 0.0 0.0 0.0
6450.0 0.0 0.5376859541879803 0.0 0.0 0.0
6460.0 0.0 0.5377195607291688 0.0 0.0 0.0
6470.0 0.0 0.5377531672703574 0.0 0.0 0.0
6480.0 0.0 0.5377867738115459 0.0 0.0 0.0
6490.0 0.0 0.5378203803527345 0.0 0.0 0.0
6500.0 0.0 0.537853986893923 0.0 0.0 0.0
6510.0 0.0 0.5373528842148506 0.0 0.0 0.0
6520.0 0.0 0.536234100195132 0.0 0.0 0.0
6530.0 0.0 0.5351153161754134 0.0 0.0 0.0
6540.0 0.0 0.5339965321556948 0.0 0.0 0.0
6550.0 0.0 0.5328777481359762 0.0 0.0 0.0
6560.0 0.0 0.5317589641162576 0.0 0.0 0.0
6570.0 0.0 0.530640180096539 0.0 0.0 0.0
6580.0 0.0 0.5295213960768205 0.0 0.0 0.0
6590.0 0.0 0.5284026120571018 0.0 0.0 0.0
6600.0 0.0 0.5272838280373832 0.0 0.0 0.0
6610.0 0.0 0.5261650440176646 0.0 0.0 0.0
6620.0 0.0 0.525046259997946 0.0 0.0 0.0
6630.0 0.0 0.5239274759782274 0.0 0.0 0.0
6640.0 0.0 0.5228086919585088 0.0 0.0 0.0
6650.0 0.0 0.5216899079387902 0.0 0.0 0.0
6660.0 0.0 0.5205711239190717 0.0 0.0 0.0
6670.0 0.0 0.519452339899353 0.0 0.0 0.0
6680.0 0.0 0.5183335558796344 0.0 0.0 0.0
6690.0 0.0 0.5172147718599158 0.0 0.0 0.0
6700.0 0.0 0.5160959878401972 0.0 0.0 0.0
6710.0 0.0 0.5149772038204786 0.0 0.0 0.0
6720.0 0.0 0.51385841980076 0.0 0.0 0.0
6730.0 0.0 0.5127396357810414 0.0 0.0 0.0
6740.0 0.0 0.5116208517613229 0.0 0.0 0.0
6750.0 0.0 0.5105020677416042 0.0 0.0 0.0
6760.0 0.0 0.5093832837218856 0.0 0.0 0.0
6770.0 0.0 0.508264499702167 0.0 0.0 0.0
6780.0 0.0 0.5071457156824484 0.0 0.0 0.0
6790.0 0.0 0.5060269316627298 0.0 0.0 0.0
6800.0 0.0 0.5049081476430112 0.0 0.0 0.0
6810.0 0.0 0.5037893636232926 0.0 0.0 0.0
6820.0 0.0 0.5026705796035741 0.0 0.0 0.0
6830.0 0.0 0.5015517955838554 0.0 0.0 0.0
6840.0 0.0 0.5004330115641368 0.0 0.0 0.0
6850.0 0.0 0.49931422754441823 0.0 0.0 0.0
6860.0 0.0 0.4981954435246996 0.0 0.0 0.0
6870.0 0.0 0.497076659504981 0.0 0.0 0.0
6880.0 0.0 0.4959578754852624 0.0 0.0 0.0
6890.0 0.0 0.49483909146554383 0.0 0.0 0.0
6900.0 0.0 0.49372030744582523 0.0 0.0 0.0
6910.0 0.0 0.49260152342610664 0.0 0.0 0.0
6920.0 0.0 0.49148273940638804 0.0 0.0 0.0
6930.0 0.0 0.49036395538666944 0.0 0.0 0.0
6940.0 0.0 0.4892451713669508 0.0 0.0 0.0
6950.0 0.0 0.4881263873472322 0.0 0.0 0.0
6960.0 0.0 0.4870076033275136 0.0 0.0 0.0
6970.0 0.0 0.48588881930779504 0.0 0.0 0.0
6980.0 0.0 0.48477003528807644 0.0 0.0 0.0
6990.0 0.0 0.48365125126835784 0.0 0.0 0.0
7000.0 0.0 0.4818851215452373 0.0 0.0 0.0
7010.0 0.0 0.4799353417573519 0.0 0.0 0.0
7020.0 0.0 0.4779855619694666 0.0 0.0 0.0
7030.0 0.0 0.4760357821815812 0.0 0.0 0.0
7040.0 0.0 0.4740860023936958 0.0 0.0 0.0
7050.0 0.0 0.4721362226058105 0.0 0.0 0.0
7060.0 0.0 0.4701864428179251 0.0 0.0 0.0
7070.0 0.0 0.4682366630300397 0.0 0.0 0.0
7080.0 0.0 0.4662868832421544 0.0 0.0 0.0
7090.0 0.0 0.464337103454269 0.0 0.0 0.0
7100.0 0.0 0.4623873236663836 0.0 0.0 0.0
7110.0 0.0 0.4604375438784983 0.0 0.0 0.0
7120.0 0.0 0.45848776409061287 0.0 0.0 0.0
7130.0 0.0 0.4565379843027275 0.0 0.0 0.0
7140.0 0.0 0.45458820451484216 0.0 0.0 0.0
7150.0 0.0 0.4526384247269568 0.4339482381845831 0.0 0.0
7160.0 0.0 0.4506886449390714 0.43609972041948925 0.0 0.0
7170.0 0.0 0.4487388651511861 0.4382512026543953 0.0 0.0
7180.0 0.0 0.4467890853633007 0.4404026848893014 0.0 0.0
7190.0 0.0 0.4448393055754153 0.4425541671242075 0.0 0.0
7200.0 0.0 0.44288952578753 0.4447056493591136 0.0 0.0
7210.0 0.0 0.4409397459996446 0.4468571315940197 0.0 0.0
7220.0 0.0 0.4389899662117592 0.44900861382892576 0.0 0.0
7230.0 0.0 0.4370401864238739 0.4511600960638318 0.0 0.0
7240.0 0.0 0.43509040663598847 0.45331157829873786 0.0 0.0
7250.0 0.0 0.43314062684810306 0.45546306053364405 0.0 0.0
7260.0 0.0 0.43119084706021776 0.45761454276855007 0.0 0.0
7270.0 0.0 0.42924106727233236 0.45976602500345615 0.0 0.0
7280.0 0.0 0.427291287484447 0.4619175072383622 0.0 0.0
7290.0 0.0 0.42534150769656165 0.4640689894732683 0.0 0.0
7300.0 0.0 0.4233917279086763 0.46622047170817443 0.0 0.0
7310.0 0.0 0.4214419481207909 0.4683719539430805 0.0 0.0
7320.0 0.0 0.4194921683329056 0.4705234361779866 0.0 0.0
7330.0 0.0 0.4175423885450202 0.47267491841289266 0.0 0.0
7340.0 0.0 0.4155926087571348 0.4748264006477988 0.0 0.0
7350.0 0.0 0.4136428289692495 0.4769778828827049 0.0 0.0
7360.0 0.0 0.41169304918136407 0.47912936511761095 0.0 0.0
7370.0 0.0 0.40974326939347866 0.48128084735251697 0.0 0.0
7380.0 0.0 0.40779348960559325 0.48343232958742316 0.0 0.0
7390.0 0.0 0.40584370981770795 0.48558381182232924 0.0 0.0
7400.0 0.0 0.40389393002982255 0.48773529405723526 0.0 0.0
7410.0 0.0 0.0 0.48988677629214133 0.0 0.0
7420.0 0.0 0.0 0.4920382585270474 0.0 0.0
7430.0 0.0 0.0 0.49418974076195354 0.0 0.0
7440.0 0.0 0.0 0.4963412229968596 0.0 0.0
7450.0 0.0 0.0 0.4984927052317657 0.0 0.0
7460.0 0.0 0.0 0.5006441874666717 0.0 0.0
7470.0 0.0 0.0 0.5027956697015779 0.0 0.0
7480.0 0.0 0.0 0.504947151936484 0.0 0.0
7490.0 0.0 0.0 0.50709863417139 0.0 0.0
7500.0 0.0 0.0 0.5091261648603475 0.0 0.0
7510.0 0.0 0.0 0.510428663903824 0.0 0.0
7520.0 0.0 0.0 0.5117311629473006 0.0 0.0
7530.0 0.0 0.0 0.513033661990777 0.0 0.0
7540.0 0.0 0.0 0.5143361610342535 0.0 0.0
7550.0 0.0 0.0 0.5156386600777301 0.0 0.0
7560.0 0.0 0.0 0.5169411591212065 0.0 0.0
7570.0 0.0 0.0 0.5182436581646831 0.0 0.0
7580.0 0.0 0.0 0.5195461572081596 0.0 0.0
7590.0 0.0 0.0 0.520848656251636 0.0 0.0
7600.0 0.0 0.0 0.5221511552951127 0.0 0.0
7610.0 0.0 0.0 0.5234536543385891 0.0 0.0
7620.0 0.0 0.0 0.5247561533820656 0.0 0.0
7630.0 0.0 0.0 0.5260586524255422 0.0 0.0
7640.0 0.0 0.0 0.5273611514690186 0.0 0.0
7650.0 0.0 0.0 0.5286636505124952 0.0 0.0
7660.0 0.0 0.0 0.5299661495559717 0.0 0.0
7670.0 0.0 0.0 0.5312686485994481 0.0 0.0
7680.0 0.0 0.0 0.5325711476429247 0.0 0.0
7690.0 0.0 0.0 0.5338736466864012 0.0 0.0
7700.0 0.0 0.0 0.5351761457298777 0.0 0.0
7710.0 0.0 0.0 0.5364786447733543 0.0 0.0
7720.0 0.0 0.0 0.5377811438168307 0.0 0.0
7730.0 0.0 0.0 0.5390836428603073 0.0 0.0
7740.0 0.0 0.0 0.5403861419037838 0.0 0.0
7750.0 0.0 0.0 0.5416886409472602 0.0 0.0
7760.0 0.0 0.0 0.5429911399907368 0.0 0.0
7770.0 0.0 0.0 0.5442936390342134 0.0 0.0
7780.0 0.0 0.0 0.5455961380776898 0.0 0.0
7790.0 0.0 0.0 0.5468986371211664 0.0 0.0
7800.0 0.0 0.0 0.5482011361646428 0.0 0.0
7810.0 0.0 0.0 0.5495036352081194 0.0 0.0
7820.0 0.0 0.0 0.5508061342515959 0.0 0.0
7830.0 0.0 0.0 0.5521086332950723 0.0 0.0
7840.0 0.0 0.0 0.5534111323385489 0.0 0.0
7850.0 0.0 0.0 0.5547136313820253 0.0 0.0
7860.0 0.0 0.0 0.5560161304255019 0.0 0.0
7870.0 0.0 0.0 0.5573186294689785 0.0 0.0
7880.0 0.0 0.0 0.5586211285124549 0.0 0.0
7890.0 0.0 0.0 0.5599236275559315 0.0 0.0
7900.0 0.0 0.0 0.561226126599408 0.0 0.0
7910.0 0.0 0.0 0.5625286256428844 0.0 0.0
7920.0 0.0 0.0 0.563831124686361 0.0 0.0
7930.0 0.0 0.0 0.5651336237298374 0.0 0.0
7940.0 0.0 0.0 0.566436122773314 0.0 0.0
7950.0 0.0 0.0 0.5677386218167906 0.0 0.0
7960.0 0.0 0.0 0.569041120860267 0.0 0.0
7970.0 0.0 0.0 0.5703436199037436 0.0 0.0
7980.0 0.0 0.0 0.5716461189472201 0.0 0.0
7990.0 0.0 0.0 0.5729486179906965 0.0 0.0
8000.0 0.0 0.0 0.5738132581833982 0.0 0.0
8010.0 0.0 0.0 0.5742166630774397 0.0 0.0
8020.0 0.0 0.0 0.5746200679714811 0.0 0.0
8030.0 0.0 0.0 0.5750234728655225 0.0 0.0
8040.0 0.0 0.0 0.5754268777595639 0.0 0.0
8050.0 0.0 0.0 0.5758302826536054 0.0 0.0
8060.0 0.0 0.0 0.5762336875476468 0.0 0.0
8070.0 0.0 0.0 0.5766370924416883 0.0 0.0
8080.0 0.0 0.0 0.5770404973357297 0.0 0.0
8090.0 0.0 0.0 0.5774439022297712 0.0 0.0
8100.0 0.0 0.0 0.5778473071238126 0.0 0.0
